Date,HS Code ,Product Name,Quantity,Unit,Unit Price (USD),CIF Value (USD),Importer Name,Supplier Name,Foreign Country
12-Jan-24,73121020,DIEPA H 43 WIRE ROPE 16.2MM RIGHT- HANDED 2160 GALVANIZED RHOL TENSION-FREE SLIGHTLY LUBRICATED (016S519RV3M2)) (PARTS OF,100,MTR,22.006,2200.593,SUZLON ENERGY LTD,DIEPA DRAHTSEILWERK DIETZ GMBH AND CO KG,GERMANY
27-Jan-24,40169990,INDUSTRIAL RUBBER SEALS CC0058798 51082672 MODEL NO. S- 144/3.0 MW(PARTS OF WOGS FOR MANF. OF WOEGS),12,NOS,578.845,6946.141,SUZLON ENERGY LTD,CARCO PRECISION RUBBER PRODUCTS SPA A SOCIO UNICO,ITALY
27-Nov-21,85030090,MAIN SHAFT M334.000985-04 STV S120/2.1 MW (PARTS OF W.O.E.GENERATORS),10,NOS,22321.14,223211.398,SUZLON ENERGY LTD,JINLEI TECHNOLOGY CO LTD,CHINA
06-Jan-24,96035000,STRIP BRUSH - MINK FLEX-SYSTEM (FBL1330-604014) (QTY: 38 ROLL) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. O,38,NOS,110.512,4199.463,SUZLON ENERGY LTD,AUGUST MINK GMBH AND CO KG,GERMANY
23-Jan-24,90318000,"04-00173 PRESSURE TANSDUCER A-10
0.160 BAR G1/4 A (PARTS OFWIND OPERATED ELECTRICITY GENERATORS FOR MANF.OF WOEGS)(FOC)",2,NOS,103.321,206.642,SUZLON ENERGY LTD,EKOMAT GMBH AND CO KG,GERMANY
19-Mar-22,85030090,"MAIN SHAFT M334.000985-04 STV (PARTS OF W.O.E.GENERATOR
FORMFG OS S120 TYPE WIND TURBINE GENERATORS)",20,SET,22265.129,445302.588,SUZLON ENERGY LTD,TONGYU HEAVY INDUSTRY CO LTD,CHINA
16-Jul-21,85030090,"BLADE BEARING S133 (RT-WN-
F3180M16DTTE125WN REV.02) PART OFWIND OPERATED ELECTRICITY GENERATOR ( FOR MFG WIND
OPERATED",9,PCS,21687.479,195187.308,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,SPAIN
12-Jan-24,85030090,"ISOLATED O.C. OUTPUT MODULE WITH
DISPLAY (I-7042D CR) (PARTSOF W O EG)",32,PCS,86.614,2771.644,"SUZLON
ENERGY",ICP DAS CO LTD,TAIWAN
16-Jan-24,68151900,"CARBON FABRIC 410GSM+/-45 BIAXIAL (RAW MATERIAL FOR THE MANUFACTURE OF ROTOR BLADE OF
W.O.E. GENERATORS)(4254.50)",1915,KGS,40.096,76784.744,SUZLON ENERGY LTD,WEIHAI GUANGWEI COMPOSITES CO LTD,CHINA
18-Jan-24,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),973.4136,SQM,18.5,18008.152,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
10-Jan-24,44072200,BALSASUD CORE SG 1/4 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),1360.3976,SQM,9.5,12923.777,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
27-Jan-24,44072200,BALSASUD CORE SG 1.25 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),297.68,SQM,30.2,8989.935,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
27-Jan-24,85441190,3S001-1 RG58A/U 1 METER LONG RP- SMA MALE TO RP-SMA FEMALE CABLE (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF,19,NOS,13.32,253.083,SUZLON ENERGY LTD,ICP DAS CO LTD,TAIWAN
16-Jan-24,85354010,(BLADE LIGHTNING PROTECTION KIT) SB70 ITEM NO. 608762 (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEG,35,NOS,3922.247,137278.642,SUZLON ENERGY LTD,POLYTECH A S,DENMARK
04-Jan-24,85371000,CONVERTER WIND POWER 12 X WF1000-06L0270-CPH-A DOUBLY-FED LIQUID COLLING WIND POWER CONVERTER POWER GENERATION CAPACITY,21,PCS,31233.21,655897.408,SUZLON ENERGY LTD,VERTIV NEW ENERGY CO LTD,CHINA
09-Jan-24,85030090,"HUB BODY M414.030737 (PARTS OF
W.O.E.G. FOR MFG OF S144 TYPE( WIND TURBINE GENERATORS)",2,SET,27164.34,54328.681,SUZLON ENERGY LTD,TONGYU HEAVY INDUSTRY CO LTD,CHINA
16-Oct-23,90249000,"X6BHG-0L HYDROGLIDER X6BHG001- SERIAL NO. 0015 (RAW
MATERIALFOR THE MANUFACTURE OF WIND OPERATED ELECTRICITY GENERATOR)",1,SQM,227.126,227.126,SUZLON ENERGY LTD,SONATEST LTD,UNITED KINGDOM
24-Jan-24,85441190,3S001-1 RG58A/U 1 METER LONG RP- SMA MALE TO RP-SMA FEMALE CABLE (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF,4,NOS,14.534,58.137,SUZLON ENERGY LTD,ICP DAS CO LTD,TAIWAN
19-Jan-24,85044090,EZ00000.3057.00 HIPECS-CIO57-IE CANOPEN REMOTE I/O-MODULE WITH 4 ANALOG CURRENT INPUT CHANNELS:0 20 MA/4 20MA (PARTS F,110,NOS,110.701,12177.12,SUZLON ENERGY LTD,FRENZEL BERG ELECTRONIC GMBHANDCO KG,GERMANY
24-Jan-24,85381090,ZT-2550 CR RS-485/RS-232 TO ZIGBEE CONVERT MODULE (PARTS OFWIND OPERATED ELECTRICITY GENERATORS FOR MANF.OF WOEGS),1,NOS,200.125,200.125,SUZLON ENERGY LTD,ICP DAS CO LTD,TAIWAN
22-Jan-24,85371000,00035689-10/51107306 M1-CTL SUZLON S133 CTO (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF),10,NOS,3824.589,38245.893,SUZLON ENERGY LTD,BACHMANN ELECTRONICS GMBH,AUSTRIA
27-Jan-24,85381090,DL-10 CR RS-485 INTERFACE REMOTE TEMPERATURE AND HUMIDITY MODULE (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MAN,19,NOS,38.936,739.78,SUZLON ENERGY LTD,ICP DAS CO LTD,TAIWAN
01-Nov-22,90249000,X6BHG-0L HYDROGLIDER X6BHG001- NDT SERIAL NO. 0011 0012 0013(X6BHG-001) (RAW MATERIAL FOR THE MANUFACTURE OF WIND OPERA,3,SQM,203.973,611.92,SUZLON ENERGY LTD,SONATEST LTD,UNITED KINGDOM
27-Jan-24,85444999,SILICABLE ECS 240MM2 (0.5CUSN) YELLOW (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),1990,MTR,41.249,82086.046,SUZLON ENERGY LTD,OMERIN DIVISION PRINCIPALE,FRANCE
16-Oct-23,90249000,"X6B-1M64E-2X10-SQX5A X6B-006-A SERIAL NO.0823-3274 (RAW MATERIAL FOR THE MANUFACTURE OF WIND OPERATED
ELECTRICITY GENERA",1,NOS,7481.803,7481.803,SUZLON ENERGY LTD,SONATEST LTD,UNITED KINGDOM
06-Sep-21,85030090,"51096826-BLADE BEARING S133 (PARTS OF W.O.E.GENERATORS FOR MFG OF TYPE
SUZLON S133)",9,NOS,21667.786,195010.074,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,TAIWAN
23-Jan-24,84833000,S133 GEAR MOUNT UNIT LOWER YOKE (PARTS OF W.O.E.GENERATOR FOR MFG OF TYPE SUZLON S144),40,PCS,100.963,4038.531,SUZLON ENERGY LTD,CHANGZHOU SHUANGYE MACHINERY AND ELECTIC CO LTD,CHINA
11-Jan-24,84834000,GEARBOX 50HZ NGC RATIO 89.94 (PARTS FOR MFG OF W.O.E.GENERATORS FOR S120),5,SET,107089.795,535448.973,SUZLON ENERGY LTD,NANJING HIGH SPEED GEAR MANUFACTURING CO LTD,CHINA
06-Sep-21,85030090,"51096826-BLADE BEARING S133 (PARTS OF W.O.E.GENERATORS FOR MFG OF TYPE
SUZLON S133)",9,NOS,21667.786,195010.074,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,ECUADOR
30-Jan-24,84833000,S11X REAR FRAME OF MAIN FRAME MAIN BEAM LEFT M324.000615 (PARTS OF W.O.E.GENERATOR FOR MFG OF TYPE S120),26,PCS,2721.114,70748.954,SUZLON ENERGY LTD,CHANGZHOU SHUANGYE MACHINERY AND ELECTIC CO LTD,CHINA
06-Feb-23,85030090,"51096826-BLADE BEARING S133 (PARTS OF
W.O.E.GENERA TORS FORMFG OF TYPE 2.6MW)",9,NOS,20318.78,182869.021,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,SPAIN
17-Jan-24,73159000,8MM QUICK LINK (STANDARD OPENING)- 51048471 (1200 PCS) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS,91.08,KGS,30.645,2791.176,SUZLON ENERGY LTD,DARAC LTD,UNITED KINGDOM
02-Jan-24,85444999,CLIMBFREE BATTERY CABLEBC000720 (INV. NO. 3SL202312010190SUDT- 14.12.2023) (PARTS OF WIND OPERATED ELECTRICITY GENERA,2,NOS,20.146,40.292,SUZLON ENERGY LTD,FICONT INDUSTRY (BEIJING) CO LTD,CHINA
15-Jan-24,85447090,KLCD-LCD6L075MP1 AT-V(ZN)Y(ZN)Y 2G50/125 TB900L 2 2 ASSE. (51076954)FIBER OPTIC CABLE (PARTS OF WOEGS FOR MANF. OF WOEG,40,PCS,294.287,11771.471,SUZLON ENERGY LTD,WEINERT FIBER OPTICS GMBH,CZECH REPUBLIC
09-Jan-24,85362090,CIRCUIT BREAKER (SP1300117802) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),14,NOS,2172.819,30419.471,SUZLON ENERGY LTD,SIEMENS AG,CZECH REPUBLIC
27-Jan-24,85446090,SILICOUL 3.7 KV 70MM2 (0.5 CUSN) BROWN (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),490,MTR,19.529,9569.102,SUZLON ENERGY LTD,OMERIN DIVISION PRINCIPALE,FRANCE
27-Jan-24,85446090,SILICOUL 3.7 KV 95MM2 (0.5 CUSN) BROWN (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),250,MTR,24.989,6247.352,SUZLON ENERGY LTD,OMERIN DIVISION PRINCIPALE,FRANCE
25-Jan-23,85030090,51096826-BLADE BEARING S133 (PARTS OF W.O.E.GENERATORS FOR MFG OF TYPE 2.6MW),9,NOS,20067.078,180603.706,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,SPAIN
17-Feb-23,85030090,"51096826-BLADE BEARING S133
(PARTS OF W.O.E.GENERATORS FOR MFG OF TYPE 2.6MW)",9,NOS,19841.189,178570.702,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,SPAIN
01-Nov-22,90249000,"X6B-1M64E-2X10-SQX5 PROBE X6B- 006-NDT SERIAL NO.0321-7099 (X6B-
006) (RAW MATERIAL FOR THE MANUFACTURE OF WIND OPERATED E",1,NOS,6604.853,6604.853,SUZLON ENERGY LTD,SONATEST LTD,GERMANY
04-Apr-22,85030090,"WIRE ROPE 6MM 358M (PARTS OF WIND OPERATED ELECTRICITY
GENERATORS FOR MANUFACTURE OF WOEGS)",10,PCS,375.396,3753.958,SUZLON ENERGY LTD,FICONT INDUSTRY (BEIJING) CO LTD,THAILAND
02-Jul-22,85030090,"WIND VANE THIES CLIMA 4.3151.10.21 2
S.NOS.3180024 26 27 4171041 73 80 4180
(EXPORTED VIDE S/BILL NO. 8921150 DT. 14-03",12,NOS,451.684,5420.204,SUZLON ENERGY LTD,DEUTSCHE WINDGUARD WIND TUNNEL SERVICES GMBH,GERMANY
29-Jan-24,44072200,BALSASUD CORE SG 1/4 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),2720.7952,SQM,9.5,25847.554,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
10-Jan-24,68151900,UDC CARBON-EPOXY PULTRUDED PLATE 60MMX 3.0MM (ITEM NO. FC65E3.0-060) (32400-MTR) (RAW MATERIAL FOR MFG OF ROTOR BLADE OF,9558,KGS,21.634,206773.517,SUZLON ENERGY LTD,ZOLTEK CORPORATION,UNITED STATES OF AMERICA
18-Jan-24,44072200,BALSASUD CORE SG 1/2 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),2493.07,SQM,13.2,32908.524,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
09-Jan-24,44072200,BALSASUD CORE SG 2 FLEXIBLE (NON- COATED) (RAW MATERIAL FORTHE MFG OF W.O.E.GENERATORS),640.012,SQM,43.249,27679.627,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
10-Jan-24,44072200,BALSASUD CORE SG 1 FLEXIBLE (NON- COATED) (RAW MATERIAL FORTHE MFG OF W.O.E.GENERATORS),946.6224,SQM,23.5,22245.626,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
20-Dec-22,85030090,"51096826-BLADE BEARING S133
(PARTS OF W.O.E.GENERATORS FOR MFG OF TYPE 2.6MW)",9,NOS,19766.853,177901.676,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,SPAIN
20-Dec-22,85030090,"51096826-BLADE BEARING S133
(PARTS OF W.O.E.GENERATORS FOR MFG OF TYPE 2.6MW)",9,NOS,19766.853,177901.676,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,CHINA
29-Jan-24,84251110,ELECTRIC CHIANH HOIST GUIDE TUBE SHH2-0.5-102-1-150 0.5T-3TBM (PARTS OF WOEGS FOR MANUFACTURE OF WOEGS),15,PCS,104.401,1566.011,SUZLON ENERGY LTD,ZHEJIANG SHUANGNIAO MACHINERY CO LTD,CHINA
17-Aug-21,85030090,"51096826-BLADE BEARING S133 (PARTS OF W.O.E.GENERATORS FOR MFG TYPE
SUZLON S133)",9,NOS,21663.833,194974.494,SUZLON ENERGY LTD,"LAULAGUN
BEARINGS S L",SPAIN
21-Mar-23,85030090,WIND TRANSMITTER FIRST CLASS ADVANCED X CLASS A 1.1; RS485 THIES;PRESSURE-SENSOR;,4,NOS,831.631,3326.524,SUZLON ENERGY LTD,ADOLF THIES GMBH AND CO KG,GERMANY
19-Jan-24,85044090,EZ00000.3057.00 HIPECS-CIO57-IE CANOPEN REMOTE I/O-MODULE WITH 4 ANALOG CURRENT INPUT CHANNELS:0 20 MA/4 20MA (PARTS F,15,NOS,117.637,1764.554,SUZLON ENERGY LTD,FRENZEL BERG ELECTRONIC GMBHANDCO KG,GERMANY
22-Jan-24,85371000,00035691-10/51107271 - M1-CTL SUZLON S133 CBO (PARTS OF WINDOPERATED ELECTRICITY GENERATORS FOR MANF),10,NOS,4589.242,45892.416,SUZLON ENERGY LTD,BACHMANN ELECTRONICS GMBH,AUSTRIA
27-Jan-24,85381090,DL-10 CR RS-485 INTERFACE REMOTE TEMPERATURE AND HUMIDITY MODULE (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MAN,1,NOS,38.936,38.936,SUZLON ENERGY LTD,ICP DAS CO LTD,TAIWAN
29-Jan-24,84314990,ROPE GUIDE FOR DEMAG DR5/9 HOIST TO SUIT 9MM WIRE ROPE DIA)(PARTS OF WOEG FOR MANUFACTURE OF WOEGS),1,NOS,930.895,930.895,SUZLON ENERGY LTD,ROTOR ELECTRIC,CANADA
25-Jan-23,85030090,51096826 - BLADE BEARING S133 (PARTS OF W.O.E.GENERATORS FORMFG OF TYPE SUZLON S120),9,NOS,18166.775,163500.972,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,THAILAND
17-Aug-21,85030090,51096826-BLADE BEARING S133 (PARTS OF W.O.E.GENERATORS FOR MFG TYPE SUZLON S133),9,NOS,21663.833,194974.494,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,GERMANY
29-Nov-21,85030090,"51096826-BLADE BEARING S133 (PARTS OF W.O.E.GENERATORS
FOR MFG OF TYPE SUZLON S133)",9,NOS,21335.989,192023.901,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,NETHERLANDS
16-Feb-22,85030090,"51096826 BLADE BEARING S133
(PARTS OF W.O.E.GENERATORS FOR MFG OF TYPE SUZLON S133)",5,PCS,20836.689,104183.447,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,SPAIN
16-Feb-22,85030090,"51096826 BLADE BEARING S133 (PARTS OF W.O.E.GENERATORS FOR MFG OF
TYPE SUZLON S133)",2,SET,20836.689,41673.379,SUZLON ENERGY LTD,"LAULAGUN
BEARINGS S L",SPAIN
23-Mar-22,85030090,"51096826 BLADE BEARING S133
(PARTS OF W.O.E.GENERATORS FOR MFG OF TYPE SUZLON S133)",6,KGS,20677.842,124067.055,SUZLON ENERGY LTD,"LAULAGUN
BEARINGS S L",SPAIN
03-Feb-24,85030090,ROTOR HUB (PARTS OF W.O.E.G. FOR MFG OF S144 TYPE ( WIND TURBINE GENERATORS),4,SET,27226.945,108907.779,SUZLON ENERGY LTD,TONGYU HEAVY INDUSTRY CO LTD,CHINA
08-Feb-24,85030090,MAIN FRAME M314.001230-03 (PARTS OF W.O.E.G. FOR MFG OF S144TYPE WIND TURBINE GENERATORS),4,SET,37335.253,149341.012,SUZLON ENERGY LTD,TONGYU HEAVY INDUSTRY CO LTD,CHINA
16-Jan-24,85354010,(BLADE LIGHTNING PROTECTION KIT) SB70 ITEM NO. 608762 (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEG,35,NOS,3922.247,137278.642,SUZLON ENERGY LTD,POLYTECH A S,ITALY
21-Mar-23,85030090,WIND TRANSMITTER FIRST CLASS ADVANCED X CLASS A 1.1; RS485 THIES;PRESSURE-SENSOR;,4,NOS,831.631,3326.524,SUZLON ENERGY LTD,ADOLF THIES GMBH AND CO KG,"UNITED
KINGDOM"
17-Jul-23,85030090,51096826 - BLADE BEARING S133 (PARTS OF W.O.E.GENERATORS FORMFG OF TYPE SUZLON S120),10,NOS,17753.003,177530.03,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,SPAIN
27-Feb-24,84281019,CLFRCF120DTLTSCS133/144-M-SS- WIREROPE(ITEM NO:51107347)INV. 3SL202401160190SU DT. 29-JAN-2024) (PARTS OF WOEG MANUFACT,26,SET,3516.141,91419.679,SUZLON ENERGY LTD,FICONT INDUSTRY (BEIJING) CO LTD,CHINA
07-Feb-24,84281019,CLFRCF120DLTSCS133/144 -140M-SS- WR-ROPE (CODE:51107290)INV NO.3SL202401080190SU DT. 17-01-2024) (PARTS OF WOEG MANUFAC,24,SET,3935.052,94441.259,SUZLON ENERGY LTD,FICONT INDUSTRY (BEIJING) CO LTD,CHINA
27-Feb-24,84833000,S11X REAR FRAME OF MAIN FRAME MAIN BEAM RIGHT M324.000614 (PARTS OF W.O.E.GENERATOR FOR MFG OF TYPE SUZLON S120),26,PCS,2391.878,62188.841,SUZLON ENERGY LTD,CHANGZHOU SHUANGYE MACHINERY AND ELECTIC CO LTD,CHINA
17-Feb-24,84831099,"MAIN SHAFT M334.003707-02 (PARTS OF
W.O.E.G. FOR MFG OF S120TYPE WIND TURBINE GENERATORS)",10,SET,17538.379,175383.793,SUZLON ENERGY LTD,TONGYU HEAVY INDUSTRY CO LTD,CHINA
27-Jun-21,85030090,"GEAR BOX (CASTING COMPONETS )( QTY.6 SET) (PARTS FOR
MANUFACTURE OF WIND OPERATED ELECTRICITY GENERATORS)",6,SQM,20384.408,122306.45,SUZLON ENERGY LTD,NANJING HIGH SPEED GEAR MANUFACTURING CO LTD,CHINA
17-Jul-23,85030090,51096826 - BLADE BEARING S133 (PARTS OF W.O.E.GENERATORS FORMFG OF TYPE SUZLON S120),10,NOS,17753.003,177530.03,SUZLON ENERGY LTD,LAULAGUN BEARINGS S L,CHINA
01-Jan-22,85030090,GEAR BOX 50HZ NGC RATIO 102.1(NET WT.33966 KGS OF CASTING COMPONENTS)(PARTS FOR MFG OF WIND OP.ELECTRICITY GENERATORS),3,SET,20384.291,61152.872,SUZLON ENERGY LTD,NANJING HIGH SPEED GEAR MANUFA,ECUADOR
14-Feb-24,68151900,UDC CARBON PULTRUDED PLATE 60X3 MM 223.5M (RAW MATERIAL FORTHE MFG OF ROTOR BLADE OF WOEG) (CA232400000939/12.2.24),31680,KGS,16.135,511146.62,SUZLON ENERGY LTD,WEIHAI GUANGWEI ADVANCED ENERGY MATERIAL CO LTD,CHINA
02-Jul-22,85030090,"WIND TRANSMITTER FIRST CLASS ADVANCED X CLASS A 1.1 RS485
THIES;PRESSURE-SENSOR
(ANEMOMETER THIES CLIMA4.3352.10.400)",12,NOS,402.059,4824.708,SUZLON ENERGY LTD,"DEUTSCHE
WINDGUARD WIND TUNNEL SERVICES GMBH",CHINA
30-Jan-23,90318000,"WIND TRANSMITTER - COMPACT
ANALOG OUTPUT: 4 .20MA (51028901) (4.3519.05.141) (PARTS FOR MFR OF W.O.E.G)",100,NOS,202.932,20293.203,SUZLON ENERGY LTD,ADOLF THIES GMBH AND CO KG,GERMANY
16-Feb-24,39219099,DIVINYCELL PVC FOAM SHEET H60 25 PF20 2440X1220 (1215.84 M2)(RAW MATERIAL FOR MFG OF W.O.E.GENERATORS),1916,KGS,13.416,25704.162,SUZLON ENERGY LTD,DIAB AB,SWEDEN
15-Feb-24,39191000,KC70 FIREPROOF TAPE (60MM X 0.7MM X 5M) (PARTS OF W.O.E.GENERATORS FOR MANUFACTURER OF WOEG),900,NOS,3.965,3568.483,SUZLON ENERGY LTD,SHENZHEN COTRAN NEW MATERIAL CO LTD,CHINA
14-Feb-24,39219099,DIVINYCELL PVC FOAM SHEETS H60 20 PF20 2440X1220 (491.70 M2)(RAW MATERIAL FOR MFG OF W.O.E.GENERATORS),620,KGS,13.929,8636.215,SUZLON ENERGY LTD,DIAB AB,SWEDEN
16-Feb-24,39219099,DIVINYCELL PVC FOAM SHEET H60 30 PF20 2440X1220 (298 M2) (RAW MATERIAL FOR MFG OF W.O.E.GENERATORS),564,KGS,13.069,7370.739,SUZLON ENERGY LTD,DIAB AB,SWEDEN
20-Feb-24,39219099,DIVINYCELL PVC FOAM SHEETS H60 30 PF20 2440X1220 (298 M2) (RAW MATERIAL FOR MFG OF W.O.E.GENERATORS),564,KGS,12.697,7161.028,SUZLON ENERGY LTD,DIAB AB,SWEDEN
20-Feb-24,39219099,DIVINYCELL PVC FOAM SHEETS H60 30 PF20 2440X1220 (298 M2) (RAW MATERIAL FOR MFG OF W.O.E.GENERATORS),564,KGS,12.697,7161.028,SUZLON ENERGY LTD,DIAB AB,SWEDEN
23-May-23,90318000,"WIND TRANSMITTER - COMPACT ITEM CODE: 51028901 (4.3519.05.141)
(PARTS FOR MFR OF W.O.E.G.)",60,NOS,203.688,12221.262,SUZLON ENERGY LTD,ADOLF THIES GMBH AND CO KG,"UNITED
KINGDOM"
28-Feb-24,85361090,NH-FUSE GG SIZE00 800V 63A SIBA 51059311 (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),78,NOS,7.827,610.487,SUZLON ENERGY LTD,IK TECHNICS GMBH,GERMANY
01-Feb-24,85389000,BS206 BACKPLANE 00009792-00 / 51056355 (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),8,NOS,149.688,1197.507,SUZLON ENERGY LTD,BACHMANN ELECTRONIC GMBH,AUSTRIA
17-Feb-24,85371000,M1-CTL SUZLON S133 CTO (00035689- 10 / 51107306) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),13,NOS,3756.219,48830.848,SUZLON ENERGY LTD,BACHMANN ELECTRONIC GMBH,AUSTRIA
04-Feb-24,85389000,PARTS OF SWITCHGEAR FEMALE INSERT - H2MK-002-FC (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),132,PCS,3.113,410.907,SUZLON ENERGY LTD,XIAMEN WAIN ELECTRICAL CO LTD,CHINA
19-Feb-24,85354010,BLADE LIGHTNING PROTECTION KIT- SB70 (608762) (PARTS OF BLADES FOR MANUFACTURE OF ROTOR BLADES OF WOEG),5,PCS,3910.82,19554.101,SUZLON ENERGY LTD,POLYTECH A S,DENMARK
12-Feb-24,85369090,ST 4-PE CONNECTORS (3031380) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),200,NOS,0.322,64.387,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
21-Feb-24,85437099,MINI MCR-2-RTD-UI-PT MCR (ART NO. 2902052) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANUFACTURER OF WOEGS),131,NOS,76.766,10056.346,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
24-Feb-24,85472000,KEL-DP 24/12 A GREY CABLE ENTRY PLATE ICOTEK 51076480 (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEG,50,NOS,11.091,554.573,SUZLON ENERGY LTD,IK TECHNICS GMBH,GERMANY
24-Feb-24,85361090,NH-FUSE GG SIZE00 800V 50A SIBA 51059728 (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),144,NOS,7.768,1118.66,SUZLON ENERGY LTD,IK TECHNICS GMBH,GERMANY
06-Feb-24,85366990,D-SUB STI HD15 KZF ABS-M D-SUB CONNECTOR WITH CAGE CLAMP TERMINAL MALE VERSION HD15 PLASTIC HOOD METALISE (PARTS OF,66,NOS,17.021,1123.402,SUZLON ENERGY LTD,KNORRTEC GMBH,GERMANY
09-Feb-24,85369010,CONNECTORSG SKS 20 (ART NO. 3240212) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),140,NOS,3.139,439.45,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
23-May-23,90318000,"WIND TRANSMITTER - COMPACT ITEM CODE: 51028901 (4.3519.05.141)
(PARTS FOR MFR OF W.O.E.G.)",60,NOS,203.688,12221.262,SUZLON ENERGY LTD,ADOLF THIES GMBH AND CO KG,FRANCE
22-May-23,90318000,WIND TRANSMITTER - COMPACT ITEM CODE 51028901 (PARTS FOR MFROF W.O.E.G.),2,NOS,245.491,490.981,SUZLON ENERGY LTD,ADOLF THIES GMBH AND CO KG,GERMANY
13-Apr-22,90318000,WIND TRANSMITTER - COMPACT ITEM CODE 51028901 (PARTS FOR MFROF W.O.E.G),120,SQM,183.621,22034.522,SUZLON ENERGY LTD,ADOLF THIES GMBH AND CO KG,GERMANY
13-Apr-22,90318000,WIND TRANSMITTER - COMPACT ITEM CODE 51028901 (PARTS FOR MFROF W.O.E.G),120,NOS,183.621,22034.522,SUZLON ENERGY LTD,ADOLF THIES GMBH AND CO KG,GERMANY
10-Mar-23,90318000,WIND TRANSMITTER - COMPACT ITEM CODE 51028901 (PARTS FOR MFROF W.O.E.G),160,NOS,200.894,32143.047,SUZLON ENERGY LTD,ADOLF THIES GMBH AND CO KG,GERMANY
10-Mar-23,90318000,WIND TRANSMITTER - COMPACT ITEM CODE 51028901 (PARTS FOR MFROF W.O.E.G),160,NOS,200.894,32143.047,SUZLON ENERGY LTD,ADOLF THIES GMBH AND CO KG,GERMANY
08-Dec-22,90318000,WIND TRANSMITTER - COMPACT ANALOG OUTPUT: 4 .20MA (51028901) (4.3519.05.141) (PARTS FOR MFR OF W.O.E.G),50,NOS,196.769,9838.472,SUZLON ENERGY LTD,ADOLF THIES GMBH AND CO KG,GERMANY
